Customer_ID,Name,Email,Product,Purchase_Amount,Likelihood_to_Recommend,Satisfaction_Score,Age,Gender,Respondent_ID
5840,Rachael Kennedy,reginaharrison@phelps.com,Product D,162.45,7,2,56,Male,a6caab36-b49a-41dd-84d6-f107adfab71c
8614,Dr. Angel Thompson,juan92@yahoo.com,Product B,360.53,2,9,40,Female,93b3a280-2f74-46ad-921c-2397449f6174
8018,William Patel,gfoster@gmail.com,Product D,277.11,5,3,64,Female,11c7102a-9ada-4f46-a3ba-3b39b0ca0bb7
5564,Christine Greene,faith60@hotmail.com,Product A,268.95,8,7,65,Other,b482f98e-59e8-4cac-a802-eafecd180462
9412,Mr. Christopher Allen,emma70@mcdaniel.com,Product B,448.54,5,7,20,Other,59f2c335-f16f-4a96-b401-397bfab2baf7
6072,Shawn Hahn,robertquinn@parker.com,Product C,238.73,1,8,55,Male,092fa034-1f35-4d94-a83e-975fe7db8f15
4734,John Hunt,huertaashley@yahoo.com,Product C,134.03,4,4,70,Other,ccd7fcd7-bc67-4c14-b869-7e78a264f7e5
3228,Melissa Sherman,elizabeth04@lee.com,Product D,467.63,1,4,29,Female,a2cd3103-2977-4243-940b-7e7006b5d6f6
7878,Sabrina Simmons,vreyes@smith.com,Product D,269.91,7,1,27,Male,02a8b0bc-0490-4262-b318-18f92c0b1fee
6468,Michael Barnes,redwards@gmail.com,Product D,218.09,7,9,44,Male,4f2d3227-092a-4562-922e-72f25dbf02d8
2707,Dennis Hancock,livingstonbenjamin@flores-walton.com,Product C,238.48,10,8,64,Female,1a3fd19d-ed15-40df-b2e8-2c584f789609
5301,Natalie Castaneda,wolfemarie@yahoo.com,Product A,406.04,1,5,58,Female,0a1b2dd6-d59d-4c67-a7a9-7cf2e5638e11
6698,David Mitchell,jpena@mueller.com,Product D,263.25,1,1,24,Female,317af933-b3b8-4879-963c-709fef84721b
1910,Shannon Lopez,myerslinda@yahoo.com,Product D,404.83,8,5,68,Male,6bbc91ea-b521-42a1-b4b8-c462d72dde0d
8532,Isaiah Houston,justin84@mills.info,Product A,403.46,1,6,43,Female,35545e71-78e3-4795-8412-ebb3de88f85e
4771,Gregory Welch,chambersbeth@gmail.com,Product D,19.47,9,7,38,Male,f6ec31fe-f13f-4484-bca2-438a4ab1133c
8006,Desiree Jackson,sblair@gmail.com,Product B,416.96,3,10,23,Male,c8027626-14d5-4c52-9a3b-c3e588ba7b0f
9736,Stacy Anderson,bcarter@mitchell.com,Product B,200.71,5,2,29,Other,322c60c8-7607-420c-a86a-50596c5e6ed7
3284,Darryl Reilly,uweber@yahoo.com,Product B,436.68,10,7,45,Other,68edd072-158b-4a82-ba9c-2572a30daf41
9675,Stephanie Serrano,eduardo68@salazar.com,Product B,310.29,5,9,65,Other,79dbeab8-4312-40f5-8d6b-6118c9c8c06d
7382,Tammy Rodgers,kelleylaura@park.com,Product A,136.03,2,9,24,Male,e90b14dc-4e5b-4d83-af89-cfe28b3cf5c4
7961,Collin Hernandez,michelle56@yahoo.com,Product C,337.15,3,4,66,Other,b66ed478-9562-451d-9686-34a110a83cf2
3933,Stephanie Thompson,ramirezjermaine@brooks.com,Product C,413.56,2,8,39,Other,60c8496a-8205-4ae5-93a3-71cfed4ec431
7220,Adam Jackson,lisa42@wright.info,Product A,194.66,8,8,29,Female,a6b86797-c125-4347-b24f-22fedcfefe51
4426,Sarah Frey,bensonstephen@hotmail.com,Product C,329.98,2,5,34,Female,b30e4819-c77f-46d4-aee8-499580fb8017
5907,Matthew Kennedy,charlenepatterson@henderson.biz,Product A,337.68,5,1,69,Other,76491b2d-79c0-460d-928a-8626740741ca
2874,Aaron Jones,elizabeth42@gonzales-liu.info,Product A,432.2,7,5,66,Male,86598cdd-4625-40d8-b7dc-fad5bfda9e30
4902,Kyle Reyes,wthomas@gmail.com,Product D,221.97,1,6,26,Male,791794bb-d06f-43b0-a25d-ccb904aea8f6
1845,Richard Chavez,thomassavannah@hardin.com,Product C,53.64,3,7,59,Other,6bff7f23-0912-4e94-9037-7773525e673b
2934,Sara Jones,angela48@williams.com,Product C,428.26,6,8,56,Female,02e459b1-6685-456e-941a-5b71907f7064
8391,Brenda Guzman,leslierussell@munoz.com,Product D,66.88,2,5,27,Female,f16353c5-3169-45aa-a638-75f5f8ed20de
7775,Nathaniel Mitchell,hhansen@anderson.com,Product D,288.21,4,7,68,Male,dc5f7ac5-def1-4ddd-b779-613d2c128cd6
1659,Melissa Perkins,samuelluna@hubbard-phillips.biz,Product A,260.45,10,8,27,Other,a358fff9-4759-4258-a9b3-60404f92be4c
8305,Brett Peterson,michaelchan@yahoo.com,Product D,259.13,8,1,18,Female,0b313f02-a0ed-4fde-ae60-eaac2ab74c7a
8983,Ashley Andrews,belljustin@hotmail.com,Product A,107.86,4,10,60,Other,ff8560b4-cebe-446b-a152-cc6794881ecc
2288,Wendy Dorsey,jameserik@thompson.net,Product C,285.11,9,9,48,Other,5474ca5e-b1c3-48d3-ad19-4249d9cd1e01
5432,Angela Taylor,edward35@gmail.com,Product B,27.26,4,7,19,Female,ff2e2191-a679-4afc-8a33-449dd24078e3
1843,Ethan Long,mcox@hotmail.com,Product A,488.82,6,8,25,Male,bbb8d907-cc32-46b3-b8a5-d0d6169c5ae5
9622,Brandon Ward,thompsonrobin@yahoo.com,Product B,327.78,9,8,31,Other,cb19dd7a-6142-4fe5-b4e0-f33df232e049
1485,Andrew Reynolds,hsutton@morris-phillips.com,Product D,324.24,5,6,61,Other,0796073f-7ad2-4329-85cc-0974db19bdf1
5551,Eric Young,amytorres@yahoo.com,Product D,219.74,5,10,24,Male,17b195d8-8879-4d34-b2b3-d74e5b647408
8248,Christopher Bass,wlevy@gmail.com,Product C,262.82,8,3,47,Male,473cf2b8-5a2e-4949-aec9-bcf0030d45dd
7660,James Thomas,iaguilar@lopez-foster.com,Product D,457.31,3,6,18,Other,7293559a-439d-48f1-8dbb-a3f4e9406eb5
8707,Jesse Odonnell,andreasantana@yahoo.com,Product C,206.88,8,4,37,Female,d01271be-72be-4cf9-a44e-60d4c8bb859d
4187,Mary Kim,aprilwood@smith.com,Product B,495.61,2,4,45,Female,645cfa2c-e3f9-47da-a53e-0298d1058748
7417,Kyle Myers,ndodson@bell.com,Product A,154.56,3,8,46,Male,df0ee958-9f32-4ae8-ac10-bedd63a49397
4988,Lisa Kelly,justin67@hotmail.com,Product B,419.12,10,7,46,Other,e118b718-ed92-4f47-8266-2360b9613e96
1223,Timothy Lane,ehowe@greene-sutton.org,Product A,465.14,4,3,66,Male,339168a7-3f27-492c-a59d-b44568eb514a
4873,Kathy Smith,fbrown@gmail.com,Product A,278.83,7,4,48,Female,29beb23a-3f75-4492-a010-38e115dba962
4063,Michael Anderson,fmcdonald@smith-shelton.net,Product A,242.96,1,9,28,Other,26c13650-1eb8-4db0-86b8-869f1dfab6ef
5433,Jesse Jones,jessica75@hotmail.com,Product B,382.68,8,5,66,Female,72ac11d7-15b7-4408-ae84-0f475134da1a
9577,George Herring,rpeters@yahoo.com,Product A,217.26,4,1,54,Female,ac016c47-c183-4c2c-8a04-e4fc2d9c1943
5170,Brian Long,vlee@taylor.info,Product B,230.18,4,6,19,Male,5aa1cdb6-e679-4708-8cd3-55bcad59ddb4
5420,Nicole Johnson,tbennett@hernandez.com,Product A,251.14,8,3,19,Male,521a7881-af80-4cbd-b63e-8a0cdbf37c55
1034,Ann Arnold,allison78@floyd.com,Product D,296.72,3,1,34,Female,0e6ef1c2-f2ca-44b8-aa04-467c72c6bc31
3345,Amy Palmer,amandaburke@gmail.com,Product B,346.29,7,1,42,Male,09621e6e-a63f-49ab-9eab-cc143e20eba0
2751,Gabrielle Lewis,vellison@bailey.info,Product B,250.04,8,2,65,Other,702872f1-eb31-49bd-bd36-8110a934e30a
3520,Grace Huber,thomasjackson@yahoo.com,Product A,169.58,2,7,37,Female,8a344484-ac3e-4c95-b755-275bcb86dddd
2404,Jason Hansen,aaron68@hill.info,Product C,334,5,5,64,Male,6b6824ae-a27a-48e6-ab38-c6705548537f
2918,Rachel Johnson,pritter@hotmail.com,Product D,308.22,2,8,42,Female,1add9067-2fe5-4035-9fca-a204cc50859e
5442,Robert Miller,russellhill@hotmail.com,Product B,342.74,5,5,57,Other,c7cc9f33-75e6-4c38-b331-4014ff8f7a1f
5237,Terry Brown,wesleyarnold@marsh.info,Product C,110.55,7,3,62,Female,062ca711-ccff-48a2-aac3-2e2193516a67
8093,Mr. Douglas Adkins Jr.,nancy17@gmail.com,Product B,236.97,10,8,46,Female,62235112-6945-4266-82c0-f108a18c2b1e
5977,Brandon Robertson,luke10@harris.info,Product C,83.68,5,6,40,Female,5fbba240-010b-4fd7-945a-0f97676b58c1
6274,Larry Navarro,hmarshall@robertson.info,Product A,480,1,5,68,Female,7788eecf-c61e-460e-ad23-d0695cfb2f64
5243,Justin Winters,kyle70@yahoo.com,Product A,45.35,9,2,51,Other,7eb115f5-73b8-4a8c-88b2-7bc28a21789c
6701,Anthony Wiggins,zbrown@yahoo.com,Product B,322.05,4,1,70,Female,c90bace6-65e8-48f9-b949-f78286bc6ffb
1115,Mr. Roy Clark,karen02@yahoo.com,Product D,68.85,2,8,26,Male,26ebdefa-f9a8-4917-9524-cb7b99c37a4b
1322,Teresa Jennings DDS,tcervantes@hotmail.com,Product C,486.7,9,2,57,Female,9be4aa01-b3f0-4803-aab3-9a8f3e3c5446
9738,Patrick Morales,coryhamilton@daniels.com,Product A,225.32,8,6,35,Female,9add470b-c596-487f-8b11-9af6ce11a249
6354,Gail Silva,bryanpatterson@gmail.com,Product C,276.37,1,9,20,Other,1d78cc6f-6685-47ff-a027-d5c05e3d5dc9
5342,Barbara Brown,vanessa89@becker.com,Product A,155.66,8,1,65,Other,8c493a76-080b-40f0-b3e3-c8f842d90104
1076,Catherine Lane,amymoore@zimmerman-schmidt.com,Product D,366.74,5,9,20,Other,c295b74f-9eac-4cad-93a4-2135f95b250f
1958,Rachel Bryant,washingtonmelissa@hotmail.com,Product C,160.33,4,6,68,Female,3689cef1-6be6-490a-8a90-4fc1c6dea6a0
7861,Cheryl Griffin,mhumphrey@yahoo.com,Product A,414.92,6,2,35,Female,123e843b-b05e-4b15-9da2-788e88cfdc87
9788,Charles Greene DDS,gilbertsilva@hotmail.com,Product C,466.24,3,6,37,Female,2d3026cf-998a-4031-b667-1099d7867892
3639,Cory Collins,dwebster@yahoo.com,Product A,49.92,2,8,63,Male,b00d47da-797d-4c44-8dc4-328f153723af
3465,Debra Jensen,charlessmith@gmail.com,Product D,17.37,4,7,33,Other,12e60486-0c65-45e3-bde2-e905c8f4f300
7287,Linda Jones,ayoung@jones-holmes.com,Product D,321.1,4,5,49,Other,7739be10-debb-4b1f-bbc9-2800a2657cb8
6994,Robert Gonzalez,jbender@yahoo.com,Product A,342.24,7,9,20,Other,d4bbc542-36a2-48dd-bf9a-d2b12a7355f0
3195,Brett Drake,mitchellpatricia@foster-logan.com,Product B,334.76,5,6,70,Male,65d067bd-e165-4a9b-9d46-4720440a8e6d
2246,Dawn Gibson,gking@hotmail.com,Product A,331.42,7,5,63,Female,1c6e472a-9e0d-44b0-836a-2396e42a3af9
8585,Melissa Henry,ugomez@gmail.com,Product A,205.83,1,3,49,Other,b78a9471-76bc-4f42-89c8-c09122b5657d
8922,Bryan Green,ngray@ferguson-sanders.org,Product C,159.26,6,2,52,Male,eac25fcc-a9b9-4789-a730-afa609ca3e91
3303,Krystal Scott,qfoster@green-pham.com,Product D,138.72,3,6,27,Female,233a700b-baf0-4187-ad22-36a6efdca316
7620,Wayne White,philipparker@yahoo.com,Product C,163.69,5,5,60,Other,c73a1cc6-cf2a-42c8-91af-06c73def4849
6614,Wanda Bond,baileycynthia@torres.com,Product A,16.39,2,10,64,Male,0997a6ed-902b-42ea-88ee-241b8ea8441a
2796,Rodney Evans,karenwright@yahoo.com,Product C,319.84,2,8,57,Female,817d711b-e8ce-4afc-8f30-6f1ca179f967
4845,Betty Gonzales,rblake@yahoo.com,Product B,143,8,4,50,Female,2b29bbcc-4dd1-4185-a4ed-2ac42062f2f4
5046,Jesus Hampton,kennethmitchell@pennington.com,Product D,444.36,7,5,34,Female,a6e1ca56-569b-44f6-8a99-197d599f4633
1371,David Nguyen,zmarsh@hotmail.com,Product D,446.15,1,7,63,Female,75caf802-a597-44c7-8831-bbe2806d05ec
2744,Mariah Hunt,jasminerogers@gmail.com,Product B,121.9,6,3,63,Male,d8dc8841-c25a-4ea7-bbbe-d32df07d6be3
9224,Janet Briggs,feliciajohnson@yahoo.com,Product D,139.44,8,9,67,Male,f097c6dc-c23e-4b3c-be5a-e2c2a1dc2e99
4626,Christopher Shields,meganhunt@gilmore-brown.com,Product C,88.49,7,10,61,Female,b422c8b7-ec20-49df-9f60-a1b4eb35993a
1781,Melissa Snyder,david29@gmail.com,Product C,172.29,1,2,45,Male,04b3815a-3b77-4143-9461-7a909dafe765
1867,Michelle Davis,dhanson@cummings-williams.com,Product A,165.45,2,9,25,Male,ae42cddb-4895-42f6-b62e-1362046c8f26
1502,Crystal Cooper,anthony78@hotmail.com,Product B,219.36,10,3,65,Male,f2d9725a-6ff9-4848-be3b-55ab27968ee1
1331,Richard Mosley,nicholas61@gmail.com,Product A,369.97,4,5,29,Male,dd2bf6c6-fe1d-4643-a907-d761f859f4fa
9064,Mark Roberts,barnesscott@yahoo.com,Product C,443.01,2,6,67,Male,2368caf8-cb74-47c5-840b-27e5fbc9613e
6377,Jennifer Smith,alex40@flores.org,Product C,249.76,3,4,56,Female,f97bd0dd-6841-4f65-a3cf-cbbd8b90723e
1821,David Murphy,sandra95@harrison.info,Product A,480.02,3,8,50,Other,16042d23-18f2-4164-a296-0d92f05c38af
8848,Ashley Butler,kjones@reeves-cruz.com,Product D,286.07,7,6,67,Male,28b5ee30-727b-450a-996b-6a2ef27d03be
4712,Karen Howell,lreid@yahoo.com,Product D,197.97,3,3,56,Female,a35cce80-01d7-44f6-bd5f-e7dec1e6044b
9157,Jacob Heath,keith02@gmail.com,Product A,305.32,6,9,45,Other,933bbde3-b1b2-4065-b5ed-bf7d55b0bc72
2984,Derrick Black,lindsayhunt@flynn-medina.com,Product C,29.73,2,2,43,Male,d2422eaa-324d-4567-90bb-1d2c8dbb130c
4852,Jared Hunter,daniel84@gmail.com,Product C,490.93,2,2,40,Male,ecd3c00d-902e-4e5e-9dbd-01dd7673f232
7951,Jason Carter,cunninghamtodd@yahoo.com,Product B,457.51,2,6,21,Female,d91baa77-47ed-487e-bb1e-f33b0051378b
4688,Julie Hoffman,waltermanning@jackson-kent.com,Product C,143.68,5,4,50,Other,0ee4e514-d89a-4b81-a4f7-1ad7b9966fa7
8278,Alexa Watson,beckersteven@willis-taylor.com,Product A,287.93,7,7,63,Male,7831a43e-b5d9-422c-802d-bc608d5a3964
4420,Allison Anderson,oclark@hotmail.com,Product A,80.56,7,4,25,Female,afa322d7-b047-4643-84c9-dd30b67b5555
4639,Kathryn Williams,heathernewton@avila.com,Product A,51.34,7,6,47,Female,b7d8f463-0aa1-47d2-8e43-95978f48ddcb
6345,Michelle Sullivan,jason90@perez.com,Product D,136.65,6,1,68,Male,a473ea04-b065-4442-9e87-f02cc6ab0414
5713,John Martinez,wyang@bond.com,Product B,203.73,1,10,43,Other,11eaf589-e9bd-4544-8963-ce45afee4a6b
7125,Mitchell Clark,jacquelinecombs@mack.org,Product A,115.87,4,3,45,Male,3d7bc17b-16f8-417a-bd71-c807bc7377a6
4124,Brian Miller,damon96@barnes-franklin.org,Product D,345.51,2,10,43,Female,583ef19a-2033-4df7-b0bf-913659bf82a1
3118,Jennifer Griffith,henryjacqueline@gmail.com,Product C,409.94,10,6,56,Male,9405631d-b16f-413f-a715-3bcfbcc5ed85
3559,Donna Lee,shane97@humphrey.org,Product B,268.59,4,9,37,Other,c8a1c4b8-626b-4a38-9bd2-c1b7079c3e08
8077,Amy Gonzales,jasmine05@baker.com,Product D,352.62,3,5,60,Other,65424981-f38c-4fd6-9e49-b418f5377548
6582,David Norman,cjohnson@valdez.com,Product A,371.31,3,9,39,Male,e4e5d82f-a61f-494e-b9cc-3a5c93d28591
7636,Rodney Johnson,stran@yahoo.com,Product A,96.76,8,2,47,Other,47c67f32-4509-46fa-9036-eebcd2907355
6776,Dalton Baxter,waltersbrady@gonzalez.info,Product B,122.95,5,7,23,Other,84b82ec8-8863-4471-b469-506066d91aac
2847,Catherine Williams,pfrancis@hotmail.com,Product B,358.47,8,7,23,Other,d134ac96-aec1-46fc-b964-6b39c9d70fd3
4514,Laura Jackson,yfuller@gmail.com,Product C,12.04,3,9,34,Male,ee8ef6fc-bd59-433d-a236-1d460e5ba6dd
7133,Shelley Aguilar,brenda57@gmail.com,Product D,411.44,3,5,37,Male,a6c621c7-6e0c-4756-8697-48cee7ec32a6
5543,Brent Moore,jamesperez@yahoo.com,Product C,264.44,7,2,48,Female,17c20036-ba8e-40ba-8e11-8c7b953df28c
5590,Christopher Huerta,beankayla@benson-walker.com,Product C,435.15,2,1,48,Female,d35f1610-27f8-4dfa-9860-19dbf33c34da
4429,Michael White,myerskristi@cox.com,Product B,124.75,6,5,44,Other,3f644979-16c5-45f8-ae4e-84145c6f5e75
6625,Mary Dean,katrinatorres@anderson.net,Product C,147.98,9,4,57,Male,cea2b107-58dc-405e-9f1e-8d4bf9a19e2f
7661,Robert Mitchell,matthewwinters@gmail.com,Product B,339.43,1,5,19,Male,b0916f00-2bed-4d42-a25f-1ee849bb7c8a
9163,Molly Gonzales,lmarsh@hotmail.com,Product A,426.82,3,3,45,Other,2cc7b93e-d31e-40ba-b362-3d71d75956c0
5169,Thomas Hicks,angela35@hotmail.com,Product D,279.76,1,7,37,Other,6fe45214-6eda-4710-a64b-97771c0882f8
3590,David Heath,ykelley@gmail.com,Product A,354.65,10,3,42,Male,83e41bd7-c782-4f4a-832e-b454bb032f58
2636,Michael Davis,trevor43@reed.com,Product D,229.88,3,4,30,Male,58efa882-6f33-4913-ad5c-d7da0ae245fa
3516,Robert Olsen,villanuevakelly@rollins.info,Product A,342.35,8,10,55,Other,cf1f1f6f-514c-4bbc-bb89-2594e88e8c06
8620,Lisa Gonzales,cindy58@gmail.com,Product C,475.6,4,4,68,Female,1460172a-df90-483e-a9fb-c06e2fe8a230
3295,Stephanie Hart,brian71@gmail.com,Product D,479.67,4,9,64,Other,ce5d3fe3-bfc2-4c0d-b64d-08e1714c3622
6519,Nicole Rogers,joshuamccullough@yahoo.com,Product A,46.8,2,7,66,Male,14517d9c-c035-4f26-b8b7-10baa43bdd06
8201,Logan Daniels,darlene93@johnson.info,Product C,422.25,10,8,39,Male,7925f116-20dc-40b6-b92a-b4a278874e6b
2544,Joyce Davis,hfuentes@garner.com,Product A,319.8,8,8,34,Female,df242cc7-03e6-4722-8823-401a6a416df8
2440,Dr. Susan Frank DVM,charper@gmail.com,Product A,365.94,10,7,70,Other,eae1d456-2bfa-4ed1-b9aa-a2be3f6ac70b
7300,Eric Brown,fsimon@gmail.com,Product A,168.44,7,8,55,Male,cbb0841c-ad43-4fdf-96c6-cf496095cd28
1598,Jacqueline Cole,jonesaaron@hotmail.com,Product A,55.34,8,6,40,Male,b3e91269-7993-42d9-a9f9-ae97a334a860
6313,Elizabeth Horton,pughjason@yahoo.com,Product D,79.95,2,7,57,Other,e43e05bb-515b-41d4-8ffc-1bc5989251ab
2722,Deborah Andrews,david30@hotmail.com,Product D,168.93,2,5,51,Female,b2d1990a-61d3-4a28-88af-1554bb0532d2
